"Cell.line" "Timepoint" "Plate" "Well" "Rep" "Batch" "Chemical.Number" "Chemical.Concentration" "Solvent" "baseline" "height" "amplitude" "notch.amp" "notch.frac" "n.peaks" "n.peaks.expected" "BPM" "peak.max.avg" "peak.max.sd" "peak.max.cv" "peak.amp.avg" "peak.amp.sd" "peak.amp.cv" "peak.spacing.avg" "peak.spacing.sd" "peak.spacing.cv" "peak.freq.avg" "peak.freq.sd" "peak.freq.cv" "peak.width.avg" "peak.width.sd" "peak.width.cv" "rise.times.avg" "rise.times.sd" "rise.times.cv" "decay.times.avg" "decay.times.sd" "decay.times.cv" "decay.rise.ratio.avg" "decay.rise.ratio.sd" "decay.rise.ratio.cv" "Total.Cells" "All.Nuclei.Mean.Integr.Itensity" "Positive.W2.Mean.Stain.Area" "Positive.W2.Mean.Stain.Integr.Intens" "Cell.Positive.W2.Mean.Stain.Area"
"423" 1083 "90min" 2 "F23" 1 6 141 25 "DMSO" 1499.299413 1499.299413 0 0 0 0 0 0 1499.299413 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA 513 5700272.5 460.710693 8418613 0.898071526
"424" 1083 "90min" 2 "F3" 1 6 142 10 "DMSO" 1053.064579 2127.534247 1074.469667 0 0 84 85.32710843 56.07788595 2140.035714 16.89759834 0.007895942 1086.971135 16.89759834 0.015545581 1.057228916 0.065626684 0.062074242 0.94939759 0.057584966 0.060654216 0.818452381 0.06258958 0.076473087 0.270833333 0.04686454 0.173038303 0.547619048 0.061067197 0.111514012 2.079365079 0.406174063 0.195335618 1753 1769760.125 682.366089 10956595 0.389256183
"425" 1083 "90min" 2 "F4" 1 6 NA 0 "DMSO" 994.8590998 2031.293542 1036.434442 0 0 59 59.12924001 39.38803894 2042.508475 16.42682088 0.008042474 1047.649375 16.42682088 0.015679693 1.523706897 0.075716231 0.049692123 0.657905313 0.033058651 0.050248341 1.099576271 0.060438685 0.054965432 0.358050847 0.058985803 0.164741414 0.741525424 0.056211226 0.075804853 2.149717514 0.518290843 0.241097186 1790 2145655.75 609.808777 13505383 0.340675294
"426" 1083 "90min" 2 "F5" 1 6 NA 0 "DMSO" 997.4833659 1847.358121 849.8747554 0 0 55 55.19795482 36.71766342 1859.2 13.47617926 0.007248375 861.7166341 13.47617926 0.01563876 1.631944444 0.078370291 0.048022646 0.614163614 0.029707295 0.048370327 1.109090909 0.063894378 0.057609685 0.338636364 0.062141226 0.183504292 0.770454545 0.057753248 0.074959969 2.377272727 0.593789563 0.249777637 1530 1993808.125 785.142517 13954316 0.513165044
"427" 1083 "90min" 2 "K10" 1 6 NA 0 "Media" 917.0254403 1763.659491 846.6340509 0 0 52 52.9270344 34.71488178 1776.692308 11.86779868 0.006679715 859.6668674 11.86779868 0.013805114 1.700980392 0.071056454 0.041773823 0.588896071 0.02443303 0.041489544 1.146634615 0.05378535 0.04690714 0.379807692 0.034668762 0.091279779 0.766826923 0.055510367 0.072389695 2.040064103 0.287962182 0.141153497 1574 2061619.875 795.054871 15905812 0.505117453
"428" 1083 "90min" 2 "K11" 1 6 NA 0 "Media" 953.221135 1817.643836 864.4227006 0 0 52 52.68173885 34.71488178 1838.346154 17.98679757 0.009784228 885.1250188 17.98679757 0.020321194 1.710784314 0.091822506 0.053672754 0.586166774 0.031217267 0.05325663 1.206730769 0.060048058 0.04976094 0.384615385 0.054492724 0.141681083 0.822115385 0.07151269 0.086986196 2.198717949 0.499496982 0.22717647 1509 2375696.25 791.061646 19185832 0.524229056
"429" 1083 "90min" 2 "K12" 1 6 NA 0 "DMSO" 930.5870841 1773.573386 842.9863014 0 0 53 54.28045736 35.38247566 1786.037736 14.93313593 0.008361042 855.4506517 14.93313593 0.017456455 1.661057692 0.09372643 0.056425752 0.603955019 0.035022791 0.057989072 1.129716981 0.064684256 0.057257045 0.349056604 0.051178953 0.146620783 0.780660377 0.059574111 0.076312457 2.308176101 0.527447719 0.228512772 1619 1928598.5 773.721985 14018204 0.477901164
"430" 1083 "90min" 2 "K13" 1 6 NA 0 "DMSO" 972.8493151 1831.195695 858.3463796 0 0 54 55.13128412 36.05006954 1847.148148 16.69527942 0.009038408 874.2988331 16.69527942 0.019095621 1.634433962 0.084384994 0.051629492 0.613421798 0.031455198 0.051278253 1.138888889 0.057803071 0.050753916 0.375 0.05429653 0.144790748 0.763888889 0.062696233 0.082075068 2.098765432 0.480509555 0.22894867 1555 2304111 772.517761 18787502 0.496795988
"431" 1083 "90min" 2 "K14" 1 6 NA 0 "Media" 971.9921722 1822.007828 850.0156556 0 0 54 55.0840763 36.05006954 1832.018519 15.71141964 0.008576016 860.0263463 15.71141964 0.018268533 1.634433962 0.068680282 0.042020836 0.612896537 0.025859209 0.042191802 1.131944444 0.07044613 0.062234618 0.356481481 0.061465051 0.172421441 0.775462963 0.070290962 0.090643868 2.266975309 0.585771998 0.258393638 1589 2491087.75 822.381897 16031065 0.51754682
"432" 1083 "90min" 2 "K15" 1 6 143 0.5 "DMSO" 892.925636 1690.996086 798.0704501 0 0 48 48.24293313 32.04450626 1704.729167 12.56597836 0.007371246 811.8035307 12.56597836 0.015479088 1.867021277 0.088019635 0.04714442 0.536778116 0.025289454 0.047113422 1.2265625 0.075864915 0.061851651 0.3984375 0.05564091 0.139647775 0.828125 0.075727851 0.091444952 2.126736111 0.422473572 0.198648798 1586 2376271.25 767.558044 19880482 0.483958414
