"Cell.line" "TimePoint" "Plate" "Well" "Chemical.Number" "Chemical.Concentration" "Solvent" "baseline" "height" "amplitude" "notch.amp" "notch.frac" "n.peaks" "n.peaks.expected" "BPM" "peak.max.avg" "peak.max.sd" "peak.max.cv" "peak.amp.avg" "peak.amp.sd" "peak.amp.cv" "peak.spacing.avg" "peak.spacing.sd" "peak.spacing.cv" "peak.freq.avg" "peak.freq.sd" "peak.freq.cv" "peak.width.avg" "peak.width.sd" "peak.width.cv" "rise.times.avg" "rise.times.sd" "rise.times.cv" "decay.times.avg" "decay.times.sd" "decay.times.cv" "decay.rise.ratio.avg" "decay.rise.ratio.sd" "decay.rise.ratio.cv"
"758" 1434 "90min" 7 "K7" 1045 10 "DMSO" 1227.753425 2654.479452 1426.726027 0 0 38 45.84024941 22.82739287 2667.973684 23.15224213 0.008677838 1440.22026 23.15224213 0.016075487 2.351351351 0.622839208 0.26488564 0.458953238 0.135501375 0.295240046 1.578421053 0.246965654 0.156463735 0.461052632 0.058160518 0.126147241 1.117368421 0.259007296 0.23180116 2.490990492 0.858886151 0.344797041
"759" 1434 "90min" 7 "F12" 1045 10 "DMSO" 1217.692759 2648.745597 1431.052838 0 0 33 37.24654386 19.82378855 2668.030303 15.33273632 0.005746837 1450.337544 15.33273632 0.01057184 2.6834375 0.071102351 0.026496742 0.372912934 0.009999962 0.026815809 1.511515152 0.057669382 0.03815336 0.473030303 0.060749735 0.12842673 1.038484848 0.066479377 0.064015741 2.246199683 0.425246037 0.189318002
"760" 1434 "90min" 7 "F8" 1046 10 "DMSO" 1160.105675 2238.870841 1078.765166 1565.581213 0.37587007 11 13.86118552 6.607929515 2254.636364 23.29923916 0.010333923 1094.530688 23.29923916 0.021286967 7.212 0.228220167 0.031644505 0.138778389 0.004237174 0.030531947 6.203636364 0.796809547 0.128442336 0.478181818 0.072362723 0.151328888 5.725454545 0.784682912 0.137051636 12.1917086 2.165419285 0.177614095
"761" 1434 "90min" 7 "K8" 1046 10 "DMSO" 1128.67319 1972.066536 843.3933464 1424.064579 0.350241546 9 10.94497872 5.406487785 1991.333333 18.01388353 0.009046142 862.6601435 18.01388353 0.020881785 9.17125 0.707216627 0.077112349 0.109581285 0.008093007 0.07385392 7.887777778 0.587021673 0.07442168 0.472222222 0.055176485 0.11684432 7.415555556 0.623340018 0.084058438 16.0411285 3.392429581 0.211483225
"762" 1434 "90min" 7 "F13" 1046 10 "DMSO" 1108.463796 1873.69863 765.2348337 1388.855186 0.366412214 9 10.96017941 5.406487785 1912.888889 30.64491983 0.01602023 804.4250924 30.64491983 0.03809543 9.1725 0.843796692 0.091992008 0.109733474 0.008875984 0.080886746 7.944444444 0.755068062 0.095043532 0.5 0 0 7.444444444 0.755068062 0.101427053 14.88888889 1.510136123 0.101427053
"763" 1434 "90min" 7 "F9" 1047 10 "DMSO" 1115.506849 1960.516634 845.0097847 1441.581213 0.385882353 15 17.29936409 9.010812976 1971.866667 11.10898392 0.00563374 856.3598174 11.10898392 0.012972332 5.794285714 0.361975653 0.062471143 0.173201483 0.010668007 0.061593047 4.908 0.29686938 0.060486834 0.441333333 0.081492039 0.184649635 4.466666667 0.328669758 0.073582782 10.4801704 2.21313087 0.211173176
"764" 1434 "90min" 7 "K9" 1047 10 "DMSO" 1146.510763 2089.669276 943.1585127 1523.322896 0.399521531 13 15.04480238 7.809371245 2114 17.45947689 0.008258977 967.4892368 17.45947689 0.018046172 6.645833333 0.226613742 0.034098619 0.150628778 0.005074473 0.033688604 5.702307692 0.238053 0.041746783 0.519230769 0.070882713 0.136514854 5.183076923 0.238934601 0.046098988 10.17524029 1.658475238 0.16299126
"765" 1434 "90min" 7 "F14" 1047 10 "DMSO" 1040.424658 1861.575342 821.1506849 1368.48728 0.399515738 17 19.86021481 10.21225471 1879.176471 13.14455826 0.00699485 838.7518131 13.14455826 0.015671571 5.03125 0.106324974 0.021132914 0.198840757 0.004190228 0.021073288 4.021176471 0.100987769 0.025113986 0.464117647 0.057343136 0.123553019 3.557058824 0.100359647 0.028214222 7.797663794 1.170819396 0.150150023
"766" 1434 "90min" 7 "K12" 1048 10 "DMSO" 1039.681018 1039.681018 0 0 0 0 0 0 1039.681018 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"767" 1434 "90min" 7 "F17" 1048 10 "DMSO" 1040.18591 1040.18591 0 0 0 0 0 0 1040.18591 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"768" 1434 "90min" 7 "K17" 1048 10 "DMSO" 1008.219178 1008.219178 0 0 0 0 0 0 1008.219178 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"769" 1434 "90min" 7 "K13" 1049 10 "DMSO" 1027.516634 1027.516634 0 0 0 0 0 0 1027.516634 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"770" 1434 "90min" 7 "F18" 1049 10 "DMSO" 1090.802348 1966.857143 876.0547945 0 0 24 37.88088805 14.41730076 2010.375 35.71482764 0.017765257 919.5726517 35.71482764 0.038838506 3.260869565 2.301594137 0.705822202 0.379263997 0.118722165 0.313033049 1.61 0.166863652 0.10364202 0.625833333 0.07383393 0.117976986 0.984166667 0.158276496 0.160822858 1.597563577 0.33340237 0.208694273
"771" 1434 "90min" 7 "K18" 1049 10 "DMSO" 1023.25636 2077.855186 1054.598826 0 0 32 35.87747896 19.22306768 2105.03125 13.34283516 0.006338545 1081.77489 13.34283516 0.012334207 2.786129032 0.080194656 0.02878354 0.359205837 0.010237424 0.028500162 1.4084375 0.058315569 0.041404443 0.491875 0.044172499 0.089804318 0.9165625 0.061466454 0.067061934 1.8861356 0.29020236 0.153860814
"772" 1434 "90min" 7 "K14" 1050 10 "DMSO" 1119.446184 2282.158513 1162.712329 0 0 34 38.75444166 20.42450941 2300.205882 16.10341468 0.007000858 1180.759698 16.10341468 0.013638181 2.579393939 0.074872366 0.029027116 0.388010029 0.011450213 0.029510095 1.334705882 0.059606553 0.044658942 0.426470588 0.062565474 0.146705249 0.908235294 0.070944733 0.078112724 2.186846289 0.425602819 0.194619449
"773" 1434 "90min" 7 "F19" 1050 10 "DMSO" 1219.068493 2430.123288 1211.054795 0 0 34 38.34312752 20.42450941 2476.029412 20.82609857 0.008411087 1256.960919 20.82609857 0.016568613 2.606060606 0.055392881 0.021255408 0.383891946 0.008301451 0.021624447 1.312941176 0.063985292 0.048734318 0.430588235 0.06271345 0.145645991 0.882352941 0.061252524 0.069419527 2.100182412 0.383903312 0.182795223
"774" 1434 "90min" 7 "K19" 1050 10 "DMSO" 1127.221135 2392.068493 1264.847358 0 0 33 37.79332573 19.82378855 2406.30303 13.4477806 0.005588565 1279.081895 13.4477806 0.01051362 2.6446875 0.071841419 0.027164427 0.378387322 0.010298295 0.02721628 1.397575758 0.066145214 0.047328536 0.484545455 0.051846583 0.107000453 0.913030303 0.066213898 0.07252103 1.915342319 0.329468163 0.172015289
"775" 1434 "90min" 7 "F4" NA 0 "DMSO" 1287.925636 2876.528376 1588.60274 0 0 32 36.24806068 19.22306768 2892.5 18.1605741 0.006278504 1604.574364 18.1605741 0.011318001 2.758064516 0.086039501 0.031195608 0.362916106 0.011368565 0.031325601 1.47625 0.060147668 0.040743551 0.47625 0.060147668 0.126294315 1 0.071617262 0.071617262 2.148497045 0.420982838 0.195942945
"776" 1434 "90min" 7 "K4" NA 0 "DMSO" 1268.943249 2673.056751 1404.113503 0 0 34 38.72999178 20.42450941 2683.088235 17.44144776 0.006500512 1414.144987 17.44144776 0.012333564 2.583333333 0.107548439 0.041631654 0.387765236 0.016578311 0.042753473 1.403823529 0.054328669 0.038700498 0.419117647 0.060771188 0.144997922 0.984705882 0.073823512 0.074970113 2.410465233 0.451093597 0.18713964
"777" 1434 "90min" 7 "F5" NA 0 "DMSO" 1143.953033 2290.058708 1146.105675 0 0 33 38.12959662 19.82378855 2314.393939 18.07785142 0.007811052 1170.440906 18.07785142 0.015445335 2.625 0.122685015 0.046737149 0.381754071 0.017730297 0.04644429 1.318484848 0.063596443 0.048234489 0.406060606 0.054137521 0.133323746 0.912424242 0.058791491 0.064434381 2.287145998 0.342853343 0.149904441
"778" 1434 "90min" 7 "K5" NA 0 "DMSO" 1191.751468 2529.099804 1337.348337 0 0 32 36.62086913 19.22306768 2552.03125 20.10213337 0.007876915 1360.279782 20.10213337 0.01477794 2.73 0.084852814 0.031081617 0.36664867 0.011592373 0.031617116 1.430625 0.06226569 0.043523418 0.445625 0.062730221 0.14076908 0.985 0.068814852 0.069862794 2.267729374 0.440543886 0.194266516
"779" 1434 "90min" 7 "F20" NA 0 "DMSO" 1184.90411 2285.863014 1100.958904 0 0 35 40.38416236 21.02523028 2310.457143 19.94454497 0.008632294 1125.553033 19.94454497 0.017719774 2.477941176 0.108705312 0.043869206 0.404326816 0.018031389 0.044596076 1.281714286 0.054744633 0.042712041 0.395142857 0.048590209 0.122968714 0.886571429 0.046712063 0.052688437 2.27533672 0.287701783 0.126443607
"780" 1434 "90min" 7 "K20" NA 0 "DMSO" 1148.849315 2175.917808 1027.068493 0 0 34 38.93534993 20.42450941 2198.558824 16.79139602 0.007637456 1049.709508 16.79139602 0.015996231 2.571818182 0.136872535 0.053220144 0.389821285 0.019354527 0.049649745 1.239411765 0.047093793 0.03799689 0.379705882 0.048647482 0.128118854 0.859705882 0.067171661 0.078133304 2.321060999 0.500054741 0.215442309
"781" 1434 "90min" 7 "F21" NA 0 "DMSO" 1110.37182 2011.536204 901.1643836 0 0 35 39.5225621 21.02523028 2031.114286 13.83680392 0.00681242 920.7424658 13.83680392 0.015027876 2.529411765 0.076314389 0.030170805 0.395700462 0.012016173 0.030366842 1.217428571 0.063307971 0.052001384 0.366857143 0.067421913 0.183782472 0.850571429 0.066771906 0.078502408 2.422228815 0.612475064 0.25285599
"782" 1434 "90min" 7 "K21" NA 0 "DMSO" 1312.984344 2870.048924 1557.064579 0 0 32 35.93116872 19.22306768 2887.875 17.21542819 0.005961279 1574.890656 17.21542819 0.010931189 2.782258065 0.084289567 0.030295381 0.359743379 0.011025597 0.030648505 1.49625 0.079666644 0.053244207 0.476875 0.066450928 0.139346638 1.019375 0.084048277 0.082450793 2.192810299 0.443519414 0.202260731
"783" 1434 "90min" 7 "L23" NA 0 "DMSO" 1365.09589 2658.178082 1293.082192 0 0 38 42.51598119 22.82739287 2680.815789 24.95493805 0.00930871 1315.719899 24.95493805 0.018966756 2.368378378 0.223687698 0.094447619 0.425670617 0.037641384 0.088428428 1.316578947 0.076132044 0.057825658 0.430263158 0.069999492 0.162689951 0.886315789 0.072872382 0.082219433 2.132454893 0.499222391 0.234106894
"784" 1434 "90min" 7 "M23" NA 0 "DMSO" 1348.794521 2571.30137 1222.506849 0 0 41 46.16487813 24.62955547 2595.585366 21.80593452 0.008401163 1246.790845 21.80593452 0.017489649 2.172 0.138011519 0.063541215 0.462203425 0.029115078 0.062991913 1.293414634 0.077156003 0.059652953 0.427073171 0.062259293 0.145781325 0.866341463 0.076149724 0.087898049 2.079236721 0.393240328 0.189127252
"785" 1434 "90min" 7 "N23" NA 0 "DMSO" 1451.772994 2939.796477 1488.023483 0 0 34 38.2325694 20.42450941 2960.470588 19.49395445 0.006584749 1508.697594 19.49395445 0.012921048 2.621212121 0.154429547 0.058915318 0.382785036 0.02248659 0.058744695 1.459411765 0.066557843 0.045605939 0.473823529 0.074142153 0.1564763 0.985588235 0.073492575 0.074567221 2.146490772 0.460069167 0.214335497
"786" 1434 "90min" 7 "O23" NA 0 "DMSO" 1267.363992 1267.363992 0 0 0 0 0 0 1267.363992 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"787" 1434 "90min" 7 "F10" NA 0 "Media" 1293.156556 2758.780822 1465.624266 0 0 36 40.56495501 21.62595114 2786.583333 23.43669284 0.008410548 1493.426778 23.43669284 0.015693232 2.474857143 0.173109476 0.06994726 0.406136914 0.030619233 0.075391407 1.438888889 0.062049647 0.043123307 0.456111111 0.059246593 0.129895087 0.982777778 0.053484904 0.054422174 2.200114588 0.375179276 0.170527153
"788" 1434 "90min" 7 "K10" NA 0 "Media" 1136.340509 2394.520548 1258.180039 0 0 39 44.43963774 23.42811374 2414.128205 21.70638941 0.008991399 1277.787696 21.70638941 0.016987477 2.259736842 0.165112359 0.073067074 0.444930294 0.033859055 0.076099684 1.362051282 0.048132465 0.035338218 0.445128205 0.063323389 0.142258765 0.916923077 0.059654878 0.06505985 2.116689645 0.423850011 0.200241926
"789" 1434 "90min" 7 "F11" NA 0 "Media" 1177.827789 2381.307241 1203.479452 0 0 34 39.05000079 20.42450941 2399.470588 16.69010829 0.006955746 1221.6428 16.69010829 0.01366202 2.564242424 0.128671828 0.050179276 0.390969171 0.020405374 0.052191771 1.368823529 0.061386244 0.044845988 0.427647059 0.061548642 0.143923921 0.941176471 0.069968162 0.074341172 2.256510752 0.423868057 0.18784225
"790" 1434 "90min" 7 "K11" NA 0 "Media" 1233.201566 2642.547945 1409.34638 0 0 36 41.88004783 21.62595114 2665.722222 21.13035881 0.007926692 1432.520657 21.13035881 0.014750474 2.396571429 0.164869696 0.068793984 0.419303643 0.030814568 0.073489865 1.437777778 0.063205385 0.043960468 0.469166667 0.062489999 0.133193604 0.968611111 0.062204859 0.064220674 2.112695176 0.391025895 0.185083915
"791" 1434 "90min" 7 "F15" NA 0 "Media" 1191.101761 2341.559687 1150.457926 0 0 36 40.93004526 21.62595114 2355.5 16.28759388 0.006914708 1164.398239 16.28759388 0.013987993 2.453428571 0.178143083 0.072609851 0.409792203 0.031325456 0.076442294 1.311388889 0.0623425 0.047539292 0.423611111 0.06875018 0.162295508 0.887777778 0.058510615 0.065906825 2.167226174 0.488286544 0.225304839
"792" 1434 "90min" 7 "K15" NA 0 "Media" 1220.219178 2520.780822 1300.561644 0 0 37 41.12761637 22.22667201 2537.189189 14.41225913 0.005680404 1316.970011 14.41225913 0.010943498 2.434166667 0.11726344 0.048173957 0.411770288 0.02037074 0.049471126 1.388108108 0.049488373 0.035651671 0.462162162 0.059026131 0.127717358 0.925945946 0.062113671 0.067081314 2.052757679 0.408350303 0.19892767
"793" 1434 "90min" 7 "A1" NA 0 NA 206.3542074 206.3542074 0 0 0 0 0 0 206.3542074 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"794" 1434 "90min" 7 "B1" NA 0 NA 196.1545988 196.1545988 0 0 0 0 0 0 196.1545988 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"795" 1434 "90min" 7 "C1" NA 0 NA 195.4383562 195.4383562 0 0 0 0 0 0 195.4383562 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"796" 1434 "90min" 7 "D1" NA 0 NA 196.9452055 196.9452055 0 0 0 0 0 0 196.9452055 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"797" 1434 "90min" 7 "E1" NA 0 NA 201.183953 201.183953 0 0 0 0 0 0 201.183953 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"798" 1434 "90min" 7 "F1" NA 0 NA 208.6457926 208.6457926 0 0 0 0 0 0 208.6457926 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"799" 1434 "90min" 7 "G1" NA 0 NA 203.3659491 203.3659491 0 0 0 0 0 0 203.3659491 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"800" 1434 "90min" 7 "H1" NA 0 NA 206.7455969 206.7455969 0 0 0 0 0 0 206.7455969 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"801" 1434 "90min" 7 "I1" NA 0 NA 202.9549902 202.9549902 0 0 0 0 0 0 202.9549902 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"802" 1434 "90min" 7 "J1" NA 0 NA 203.4246575 203.4246575 0 0 0 0 0 0 203.4246575 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"803" 1434 "90min" 7 "K1" NA 0 NA 213.9863014 213.9863014 0 0 0 0 0 0 213.9863014 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"804" 1434 "90min" 7 "L1" NA 0 NA 240.4227006 240.4227006 0 0 0 0 0 0 240.4227006 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"805" 1434 "90min" 7 "M1" NA 0 NA 212.3542074 212.3542074 0 0 0 0 0 0 212.3542074 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"806" 1434 "90min" 7 "N1" NA 0 NA 205.2113503 205.2113503 0 0 0 0 0 0 205.2113503 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"807" 1434 "90min" 7 "O1" NA 0 NA 202.3542074 202.3542074 0 0 0 0 0 0 202.3542074 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"808" 1434 "90min" 7 "P1" NA 0 NA 214.7318982 214.7318982 0 0 0 0 0 0 214.7318982 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"809" 1434 "90min" 7 "A2" NA 0 NA 210.0567515 210.0567515 0 0 0 0 0 0 210.0567515 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"810" 1434 "90min" 7 "P2" NA 0 NA 230 230 0 0 0 0 0 0 230 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"811" 1434 "90min" 7 "A3" NA 0 NA 211.3522505 211.3522505 0 0 0 0 0 0 211.3522505 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"812" 1434 "90min" 7 "P3" NA 0 NA 227.0136986 227.0136986 0 0 0 0 0 0 227.0136986 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"813" 1434 "90min" 7 "A4" NA 0 NA 208.9393346 208.9393346 0 0 0 0 0 0 208.9393346 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"814" 1434 "90min" 7 "P4" NA 0 NA 218.2837573 218.2837573 0 0 0 0 0 0 218.2837573 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"815" 1434 "90min" 7 "A5" NA 0 NA 206.0136986 206.0136986 0 0 0 0 0 0 206.0136986 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"816" 1434 "90min" 7 "P5" NA 0 NA 216.4520548 216.4520548 0 0 0 0 0 0 216.4520548 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"817" 1434 "90min" 7 "A6" NA 0 NA 202.5714286 202.5714286 0 0 0 0 0 0 202.5714286 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"818" 1434 "90min" 7 "P6" NA 0 NA 208.5479452 208.5479452 0 0 0 0 0 0 208.5479452 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"819" 1434 "90min" 7 "A7" NA 0 NA 206.407045 206.407045 0 0 0 0 0 0 206.407045 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"820" 1434 "90min" 7 "P7" NA 0 NA 213.4383562 213.4383562 0 0 0 0 0 0 213.4383562 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"821" 1434 "90min" 7 "A8" NA 0 NA 205.8101761 205.8101761 0 0 0 0 0 0 205.8101761 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"822" 1434 "90min" 7 "P8" NA 0 NA 208.553816 208.553816 0 0 0 0 0 0 208.553816 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"823" 1434 "90min" 7 "A9" NA 0 NA 204.8043053 204.8043053 0 0 0 0 0 0 204.8043053 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"824" 1434 "90min" 7 "P9" NA 0 NA 212.6790607 212.6790607 0 0 0 0 0 0 212.6790607 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"825" 1434 "90min" 7 "A10" NA 0 NA 202.9726027 202.9726027 0 0 0 0 0 0 202.9726027 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"826" 1434 "90min" 7 "P10" NA 0 NA 206.4794521 206.4794521 0 0 0 0 0 0 206.4794521 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"827" 1434 "90min" 7 "A11" NA 0 NA 203.8630137 203.8630137 0 0 0 0 0 0 203.8630137 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"828" 1434 "90min" 7 "P11" NA 0 NA 207.5792564 207.5792564 0 0 0 0 0 0 207.5792564 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"829" 1434 "90min" 7 "A12" NA 0 NA 205.5342466 205.5342466 0 0 0 0 0 0 205.5342466 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"830" 1434 "90min" 7 "P12" NA 0 NA 202.7084149 202.7084149 0 0 0 0 0 0 202.7084149 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"831" 1434 "90min" 7 "A13" NA 0 NA 208.9823875 208.9823875 0 0 0 0 0 0 208.9823875 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"832" 1434 "90min" 7 "P13" NA 0 NA 207.4050881 207.4050881 0 0 0 0 0 0 207.4050881 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"833" 1434 "90min" 7 "A14" NA 0 NA 208.8630137 208.8630137 0 0 0 0 0 0 208.8630137 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"834" 1434 "90min" 7 "P14" NA 0 NA 199.4579256 199.4579256 0 0 0 0 0 0 199.4579256 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"835" 1434 "90min" 7 "A15" NA 0 NA 209.4657534 209.4657534 0 0 0 0 0 0 209.4657534 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"836" 1434 "90min" 7 "P15" NA 0 NA 201.3581213 201.3581213 0 0 0 0 0 0 201.3581213 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"837" 1434 "90min" 7 "A16" NA 0 NA 216.3581213 216.3581213 0 0 0 0 0 0 216.3581213 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"838" 1434 "90min" 7 "P16" NA 0 NA 201.7671233 201.7671233 0 0 0 0 0 0 201.7671233 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"839" 1434 "90min" 7 "A17" NA 0 NA 207.925636 207.925636 0 0 0 0 0 0 207.925636 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"840" 1434 "90min" 7 "P17" NA 0 NA 204.8551859 204.8551859 0 0 0 0 0 0 204.8551859 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"841" 1434 "90min" 7 "A18" NA 0 NA 212.0567515 212.0567515 0 0 0 0 0 0 212.0567515 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"842" 1434 "90min" 7 "P18" NA 0 NA 213.2544031 213.2544031 0 0 0 0 0 0 213.2544031 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"843" 1434 "90min" 7 "A19" NA 0 NA 216.7612524 216.7612524 0 0 0 0 0 0 216.7612524 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"844" 1434 "90min" 7 "P19" NA 0 NA 214.3992172 214.3992172 0 0 0 0 0 0 214.3992172 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"845" 1434 "90min" 7 "A20" NA 0 NA 214.4794521 214.4794521 0 0 0 0 0 0 214.4794521 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"846" 1434 "90min" 7 "P20" NA 0 NA 213.1917808 213.1917808 0 0 0 0 0 0 213.1917808 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"847" 1434 "90min" 7 "A21" NA 0 NA 215.2309198 215.2309198 0 0 0 0 0 0 215.2309198 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"848" 1434 "90min" 7 "P21" NA 0 NA 218.6183953 218.6183953 0 0 0 0 0 0 218.6183953 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"849" 1434 "90min" 7 "A22" NA 0 NA 218.3424658 218.3424658 0 0 0 0 0 0 218.3424658 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"850" 1434 "90min" 7 "P22" NA 0 NA 225.6438356 225.6438356 0 0 0 0 0 0 225.6438356 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"851" 1434 "90min" 7 "A23" NA 0 NA 223.3561644 223.3561644 0 0 0 0 0 0 223.3561644 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"852" 1434 "90min" 7 "P23" NA 0 NA 219.0626223 219.0626223 0 0 0 0 0 0 219.0626223 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"853" 1434 "90min" 7 "A24" NA 0 NA 226.4794521 226.4794521 0 0 0 0 0 0 226.4794521 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
"854" 1434 "90min" 7 "B24" NA 0 NA 203.3953033 203.3953033 0 0 0 0 0 0 203.3953033 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA
